sex,year,title,school_id,yearofphd,phd_id,business,basesalary,othersalary,salary,micro,macromoney,metrics,labor,io,public,enviroenergy,develop,intl,finance,health,expbehave,political,urban,econhist,educ,firstname,lastname,i_tenure
Male,2012,Professor,128,1989,260,0,220500,0,220500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,754,1
Male,2018,Assistant Professor,227,2013,49,0,157725,14167,175504.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,413,755,0
Male,2008,Professor,136,1974,197,0,137210,0,137210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,756,1
Male,2018,Associate Professor,223,2003,22,0,224367,22170,231467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,757,1
Male,2011,Associate Professor,220,2001,141,0,236774.97,78333.328125,239437.484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,758,1
Female,2016,Professor,108,2012,139,0,117082.8,0,87654.1484375,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31,759,1
Male,2019,Associate Professor,248,1981,41,0,110300,0,110300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,617,760,1
Male,2018,Professor,220,2000,98,0,309400,101281,315750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184,761,1
Male,2018,Professor,222,2006,175,0,163592,13541,167346,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,214,762,1
Female,2019,Professor,248,2004,197,0,235200,0,235200,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,29,763,1
Male,2015,Assistant Professor,220,2014,141,0,79992,39523,96317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,141,763,0
Male,2018,Associate Professor,135,2004,197,0,171700,0,171700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,763,1
Male,2015,Professor,221,2000,175,0,138557,0,154039.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,179,763,1
Female,2011,Assistant Professor,185,2009,24,1,121500,0,121500,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,511,763,0
Male,2019,Professor,248,1975,197,0,201000,0,201000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,157,764,1
Male,2018,Professor,136,2002,123,0,205173,205173,205173,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,599,765,1
Male,2018,Professor,242,1996,153,0,270834,0,270834,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,210,766,1
Male,2016,Professor,248,1970,184,0,135400,0,135400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,767,1
Male,2006,Associate Professor,111,1997,194,1,107370,0,107370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,768,1
Male,2018,Professor,159,1977,220,0,87732,29244,116976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,769,1
Male,2018,Professor,185,1987,171,0,139411.64,0,139411.640625,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,100,770,1
Male,2019,Associate Professor,11,1984,209,1,100298,0,100298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,771,1
Male,2009,Associate Professor,11,1984,209,1,94960,0,94960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,771,1
Male,2006,Assistant Professor,48,2002,128,0,84000,0,84000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,772,0
Female,2013,Professor,185,1996,153,0,156236.77,0,156236.765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,773,1
Female,2018,Assistant Professor,261,2016,264,0,147900,0,147900,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,142,774,0
Male,2011,Assistant Professor,229,2006,175,0,70000.02,0,73889.0234375,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,367,775,0
Male,2009,Professor,261,1989,141,0,91123,0,91123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,776,1
Male,2011,Professor,128,1998,264,0,225000,0,225000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,301,777,1
Female,2018,Assistant Professor,221,2017,98,0,136743,0,139036.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,166,778,0
Male,2003,Assistant Professor,159,1996,98,0,86196,0,86196,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,489,779,0
Male,2018,Professor,220,2000,220,0,354533,1811,356958,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,199,780,1
Male,2018,Professor,48,1978,26,0,141734,0,141734,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184,781,1
Male,2018,Professor,220,1996,170,0,332400,73867,332400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,782,1
Male,2004,Assistant Professor,139,1998,171,0,77300,0,77300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40,783,0
Male,2009,Professor,209,1964,61,0,100647,0,100647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,784,1
Male,2014,Assistant Professor,248,2006,261,0,94000,0,94000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,289,785,0
Male,2006,Professor,229,1984,197,0,201031.02,0,208109.484375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,715,786,1
Male,2018,Associate Professor,221,2005,141,0,159043,13587,161521,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,202,787,1
Male,2018,Assistant Professor,135,2015,49,0,157000,0,157000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,788,0
Male,2017,Professor,226,2002,220,0,161525,200,143617,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,464,789,1
Male,2018,Associate Professor,136,2005,153,0,155172,155172,155172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,790,1
Male,2017,Associate Professor,248,2002,184,0,166000,0,166000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,791,1
Male,2018,Assistant Professor,139,2016,149,0,144000,0,144000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,372,792,0
Male,2017,Professor,176,2007,197,1,256803.18,0,250466.859375,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,404,793,1
Male,2011,Associate Professor,159,1974,114,0,84444,0,84444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,249,794,1
Male,2018,Professor,226,2007,98,0,252325,164050,260963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,390,795,1
Male,2019,Associate Professor,11,2008,61,1,202857,0,202857,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,28,796,1
Male,2006,Professor,229,1964,176,0,175500,0,183285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,796,1
Male,2018,Assistant Professor,242,2014,233,0,116000,0,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,796,0
Male,2018,Professor,128,1977,171,0,211986.27,0,211986.265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,797,1
Male,2012,Assistant Professor,135,2006,175,0,110750,0,110750,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,147,799,0
Male,2007,Assistant Professor,105,2004,171,0,92660,0,92660,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,458,799,0
Female,2018,Professor,220,2007,98,0,166667,144444,367667,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,195,800,1
Female,2011,Professor,176,2004,197,1,95559.3,95559.3,95784.2109375,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,387,801,1
Male,2013,Professor,185,1989,41,1,310000,0,310000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,744,802,1
Male,2010,Assistant Professor,261,2005,41,0,98576,0,98576,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,636,803,0
Male,2005,Professor,209,1988,226,0,112374,0,112374,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,755,804,1
Male,2019,Associate Professor,248,2008,61,0,216000,0,216000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,163,805,1
Male,2010,Professor,236,1969,261,0,21059,0,189531,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,806,1
Male,2011,Professor,111,1975,184,1,116064,0,116064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,806,1
Female,2012,Assistant Professor,136,2012,226,0,110000,110000,110000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,425,806,0
Male,2014,Professor,111,1974,153,1,194276,0,194276,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,252,807,1
Male,2018,Professor,222,1987,98,0,297283,53997,309258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157,808,1
Female,2006,Professor,135,1993,175,0,190000,0,190000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,653,809,1
Male,2018,Associate Professor,226,2009,98,0,197508,18000,201545.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,566,810,1
Male,2018,Assistant Professor,48,2012,69,0,133492,0,133492,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,654,811,0
Male,2018,Assistant Professor,225,2013,149,0,119242,0,121667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,812,0
Male,2010,Assistant Professor,226,2002,141,0,95200.08,11826.6396484375,95200.078125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,508,813,0
Male,2013,Associate Professor,105,2007,111,0,180000,0,180000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,814,1
Male,2011,Professor,242,1971,139,0,83500,0,83500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,815,1
Male,2017,Associate Professor,229,1997,171,0,168911.76,0,163536.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,815,1
Male,2018,Professor,10,1993,30,1,241500,0,241500,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,120,816,1
Male,2017,Professor,176,1979,153,1,141930.02,0,136308.125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,755,817,1
Male,2009,Professor,128,1965,197,0,159397.96,0,159397.953125,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,749,818,1
Male,2011,Professor,10,1971,175,1,162000,0,162000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,617,819,1
Male,2018,Professor,223,2001,171,0,295475,245,305296,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,303,820,1
Male,2016,Professor,136,1970,176,0,94908,94908,94908,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,549,821,1
Male,2012,Professor,220,1979,141,0,289500,96500.0078125,290708.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,495,822,1
Male,2006,Assistant Professor,185,2000,41,0,82044,0,82044,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,226,823,0
Male,2018,Associate Professor,242,1993,141,0,105408,0,105408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,824,1
Male,2008,Professor,159,1988,41,0,162780,0,162780,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,487,825,1
Male,2018,Professor,223,1993,184,0,426758,198195,460178.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,826,1
Male,2008,Assistant Professor,185,1997,201,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,827,0
Female,2016,Associate Professor,222,2009,220,0,65542,0,139704.5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,568,828,1
Male,2018,Associate Professor,136,2002,171,0,163826,163826,163826,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,451,829,1
Male,2019,Professor,248,1968,182,0,79200,0,79200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,183,830,1
Male,2018,Professor,227,2006,88,0,269217,7084,275425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,629,831,1
Male,2013,Professor,11,1980,114,1,165125,0,165125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,832,1
Male,2018,Assistant Professor,225,2012,123,0,117942,24747,120367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,833,0
Male,2018,Assistant Professor,105,2014,264,0,133500,0,133500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,834,0
Female,2018,Assistant Professor,248,2011,168,0,134700,0,134700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,835,0
Female,2018,Assistant Professor,185,2011,125,0,204575.85,0,204575.84375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,152,836,0
Male,2014,Professor,223,1970,153,0,233975,0,254918.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,372,837,1
Male,2011,Professor,248,1999,111,0,124400,0,124400,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,130,838,1
Male,2017,Assistant Professor,135,2015,49,0,140300,0,140300,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,560,839,0
Female,2012,Assistant Professor,222,2005,128,0,103500,0,94875,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,515,840,0
Male,2018,Professor,128,2007,149,0,201292.64,0,201292.640625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,204,841,1
Male,2007,Associate Professor,135,2000,153,0,116765,0,116765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,842,1
Female,2018,Associate Professor,223,1985,197,0,242758,0,235712.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,696,843,1
Female,2009,Assistant Professor,242,1999,54,0,90000,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,844,0
Male,2007,Professor,111,1987,197,1,128108,0,128108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,282,845,1
Male,2017,Professor,108,1980,105,0,242338.4,0,243106.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,846,1
Female,2018,Professor,221,1995,135,0,197244,23904,207428,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,473,846,1
Male,2018,Professor,185,1991,149,1,263041.35,0,263041.34375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,154,847,1
Male,2018,Professor,185,1975,41,1,228740.59,0,228740.59375,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,551,848,1
Female,2016,Assistant Professor,242,2016,135,0,135000,0,135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,849,0
Female,2018,Assistant Professor,242,2016,135,0,136500,0,136500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,850,0
Female,2018,Professor,136,1987,141,0,190661,190661,190661,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,434,851,1
Male,2015,Assistant Professor,185,2009,264,1,174097.59,0,174097.59375,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,48,852,0
Male,2018,Associate Professor,105,1990,139,0,161000,0,161000,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,690,853,1
Male,2006,Associate Professor,135,1996,197,0,123398,0,123398,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14,854,1
Male,2017,Professor,108,1987,264,0,306963.6,0,308310.90625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,366,854,1
Female,2009,Assistant Professor,139,2007,197,0,112000,0,112000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,520,854,0
Male,2015,Assistant Professor,105,2011,175,0,128000,32000,128000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,759,854,0
Male,2017,Associate Professor,229,1979,264,0,134571.84,0,134821.921875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,755,855,1
Male,2006,Professor,236,1966,220,0,9420,0,84780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,856,1
Male,2017,Associate Professor,229,2001,171,0,115396.98,0,115896.9921875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,857,1
Female,2008,Assistant Professor,111,2005,171,1,108418,0,108418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,858,0
Male,2018,Associate Professor,185,1985,147,1,118572.88,0,118572.8828125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,608,859,1
Male,2004,Assistant Professor,185,1997,128,1,97471,0,97471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,860,0
Female,2006,Professor,136,1985,261,0,167749,0,167749,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,861,1
Male,2018,Professor,159,1985,171,0,236376,0,236376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,324,862,1
Male,2016,Associate Professor,261,2010,171,0,180000,0,180000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,863,1
Male,2019,Professor,248,1996,261,0,301500,0,301500,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,362,864,1
Male,2018,Assistant Professor,221,2017,197,0,142717,0,145013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,865,0
Male,2018,Assistant Professor,48,2016,230,0,118000,0,118000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,866,0
Male,2018,Professor,221,1998,220,0,207315,65731,212703,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,258,866,1
Male,2011,Associate Professor,139,1999,171,0,211564,0,211564,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,215,867,1
Male,2018,Professor,105,1976,197,0,216176,0,216176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,482,868,1
Male,2010,Assistant Professor,242,2005,153,0,110000,0,110000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,869,0
Female,2017,Associate Professor,229,2000,118,0,149853.72,0,152849.8125,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,407,870,1
Female,2018,Professor,209,2002,261,0,216000,0,216000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,591,871,1
Male,2018,Professor,139,1998,135,0,223679,0,223679,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,33,872,1
Male,2016,Assistant Professor,229,2012,153,0,116096.7,0,115928.7265625,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,723,873,0
Male,2018,Professor,139,1990,41,0,290034,0,290034,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,874,1
Female,2018,Professor,185,1994,175,0,208099.44,0,208099.4375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,875,1
Male,2018,Assistant Professor,223,2014,41,0,154200,0,157775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,613,876,0
Male,2018,Assistant Professor,10,2010,220,1,126670,0,126670,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69,877,0
Female,2015,Associate Professor,223,2006,98,0,224375,25144,228941.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,878,1
Male,2017,Assistant Professor,111,2013,220,1,134130,0,134130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,880,0
Male,2017,Professor,222,1973,261,0,207292,0,224792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148,880,1
Male,2015,Professor,105,1998,143,0,185000,0,185000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,493,881,1
Female,2014,Assistant Professor,228,2007,226,0,111475,0,97372.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,882,0
Male,2018,Assistant Professor,128,2017,41,0,145000,0,145000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,548,883,0
Male,2016,Assistant Professor,248,2009,111,0,116200,0,116200,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,420,884,0
Male,2018,Professor,261,1996,141,0,306000,0,306000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,321,885,1
Male,2010,Assistant Professor,236,2001,53,0,10443,0,93987,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,136,886,0
Male,2018,Assistant Professor,226,2016,264,0,136800,15822,151467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,888,0
Male,2004,Professor,48,1965,159,0,39165,0,39165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,889,1
Male,2018,Associate Professor,220,2009,149,0,169583,0,172395.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,162,890,1
Male,2018,Professor,220,1982,197,0,275833,42849,278166.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,324,891,1
Female,2018,Associate Professor,105,1994,171,0,140935.42,0,140935.421875,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,190,892,1
Male,2018,Assistant Professor,221,2017,141,0,139464,15339,135481,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,894,0
Male,2006,Assistant Professor,128,1999,197,0,91400.3,0,91400.296875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,508,895,0
Female,2017,Professor,176,2007,165,1,236153.15,0,242217.234375,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,742,896,1
Male,2017,Professor,128,1977,206,0,244832.07,0,244832.0625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,311,897,1
Male,2018,Professor,185,1988,197,0,220577.96,0,220577.953125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,715,898,1
Male,2018,Professor,209,2001,220,0,209070,0,209070,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,693,899,1
Female,2017,Professor,108,2005,176,0,238008,0,246892.40625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,152,900,1
Male,2016,Associate Professor,223,2006,141,0,166950,0,142683.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,901,1
Male,2018,Professor,227,1989,111,0,148217,0,152687.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,902,1
Male,2006,Assistant Professor,105,2005,24,0,90000,0,90000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,803,903,0
Male,2009,Assistant Professor,11,2000,105,1,84474.5,0,84474.5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,529,904,0
Female,2004,Assistant Professor,261,2003,214,0,82991,0,82991,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,449,905,0
Male,2011,Professor,220,1972,98,0,231624.96,,202465.46875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,362,906,1
Male,2018,Associate Professor,261,2007,197,0,182088,0,182088,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,151,907,1
Female,2015,Professor,221,1986,169,0,168177,0,190538.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,483,908,1
Male,2013,Professor,220,1989,141,0,280533,0,239412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,491,909,1
Male,2017,Assistant Professor,229,2012,171,0,65999.94,0,132324.90625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,683,910,0
Male,2005,Assistant Professor,185,2005,226,0,86145,0,86145,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,259,911,0
Male,2018,Associate Professor,139,2005,223,0,136593,0,136593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,912,1
Male,2018,Professor,226,1987,197,0,229350,200,233008.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,244,913,1
Female,2018,Professor,226,1987,197,0,257108,25000,261195.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,913,1
Female,2012,Assistant Professor,11,2006,41,0,115000,0,115000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,535,914,0
Male,2016,Professor,222,1997,49,0,162625,0,166383.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,915,1
Male,2018,Associate Professor,221,2008,24,0,154062,28045,156594.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,156,916,1
Male,2010,Professor,105,1976,264,0,106765,0,106765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,635,917,1
Male,2018,Professor,226,1985,264,0,208817,0,216517,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,324,918,1
Male,2010,Professor,185,1979,54,1,206719,0,206719,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,631,919,1
Male,2017,Professor,176,2012,135,1,109591.99,0,196105.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,139,920,1
Female,2006,Professor,159,1980,141,0,64130.4,42753.6,106884,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,563,921,1
Male,2019,Professor,11,1990,176,1,164834,0,164834,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,404,922,1
Male,2018,Assistant Professor,159,2017,226,0,130320,0,130320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,923,0
Female,2010,Professor,128,1988,49,0,235000,0,235000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,110,924,1
Male,2010,Professor,229,1983,169,0,229899.96,0,229899.953125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,201,925,1
Male,2010,Assistant Professor,221,2007,70,0,85954.04,0,59410.359375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,926,0
Male,2016,Associate Professor,248,2008,149,0,143100,0,143100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,63,927,1
Female,2014,Assistant Professor,159,2010,223,0,118284,0,118284,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,568,928,0
Male,2011,Professor,248,1975,135,0,102000,0,102000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,929,1
Male,2017,Professor,10,1982,153,1,199500,0,199500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,684,929,1
Female,2018,Assistant Professor,135,2018,264,0,158000,0,158000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,930,0
Male,2018,Assistant Professor,221,2016,226,0,138884,0,141540,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,931,0
Male,2005,Assistant Professor,105,2003,197,0,87999.96,0,87999.9609375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,430,932,0
Male,2018,Professor,135,1990,197,0,247085,0,247085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,566,933,1
Male,2018,Professor,222,1999,41,0,217542,55781,222779.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,245,934,1
Male,2013,Professor,139,1959,141,0,124348,0,124348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,935,1
Male,2014,Professor,111,1977,139,1,207433,0,207433,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,602,936,1
Male,2018,Professor,223,1972,141,0,294325,59300,319317.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,362,937,1
Male,2014,Professor,139,1990,139,0,323935,0,323935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,938,1
Male,2017,Professor,176,2005,176,1,175632.28,0,181653.34375,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,98,939,1
Male,2018,Associate Professor,228,2007,175,0,184000,21144,187666.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,365,940,1
Male,2018,Professor,222,1998,166,0,254667,0,263954.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,941,1
